Data;Regional;UC;Familias1;Produtos;Producao;Unidade;V.Total;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;7200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;280;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;900;Kg;2125;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;65;Caixa;3900;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2700;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;600;Kg;1375;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;70;Caixa;4200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;900;Kg;2250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;65;Caixa;3900;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;25;Caixa;1875;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;4500;Kg;13500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;13000;Kg;30000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;4050;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;1800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;5000;Kg;13440;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;8000;Kg;25600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;6000;Kg;19200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;6000;Kg;19200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;6720;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1500;Kg;3120;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;1;Caixa;130;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;1080;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;960;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;3000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;2;Caixa;260;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3500;Kg;10500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;15;Caixa;1350;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;6000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;3;Caixa;300;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;6000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;2;Caixa;200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;7000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;130;Caixa;7800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Acai;300;Kg;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3500;Kg;9800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;50;Caixa;3000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;455;Kg;960;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;9000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1800;Kg;3750;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;50;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;6000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;400;Kg;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;6250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;8250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;7000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;250;Kg;500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;250;Cacho;500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;22;Caixa;1760;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;800;Kg;2184;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1300;Kg;3080;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;1250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;7000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;300;Kg;660;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;5;Caixa;500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Acai;480;Kg;400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;65;Kg;132;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;8000;Kg;25600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;20;Caixa;1000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;8000;Kg;19200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;650;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;10000;Kg;28800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;120;Caixa;4800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3500;Kg;9800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;700;Kg;770;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;9000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1300;Kg;3600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1500;Kg;3000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;52;Caixa;3640;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;5400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;3600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1011;Kg;2528;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;49;Caixa;3822;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;10500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;22;Caixa;1540;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;4000;Kg;10000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;40;Caixa;2000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;5040;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;250;Kg;300;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;975;Kg;975;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;15;Caixa;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;5750;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;7200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;650;Kg;1690;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;1080;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;2400;;;
2016;Solimoes;RDS Mamiraua;650;Pirarucu;558857;Kg;1747496;;;
2016;Solimoes;RDS Mamiraua;789;Pirarucu;389728;Kg;1563453;;;
2016;Solimoes;RDS Mamiraua;82;Pirarucu;47396;Kg;232544;;;
2016;Solimoes;RDS Amana;385;Pirarucu;91102;Kg;375068;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;8;Madeira;3,35;m³;1507;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,94;m³;1321;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,16;m³;1872;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,94;m³;421;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,54;m³;2041;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,24;m³;557;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;7,66;m³;3445;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,85;m³;3083;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,06;m³;926;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,77;m³;796;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,03;m³;464;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,51;m³;680;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,7;m³;317;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,26;m³;1016;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,73;m³;330;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,28;m³;577;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;6;Madeira;0,88;m³;398;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;8,73;m³;3927;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1;m³;448;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,11;m³;952;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;18,9;m³;8505;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,36;m³;1062;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,46;m³;659;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,8;m³;359;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,69;m³;309;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,11;m³;948;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,42;m³;188;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,9;m³;3104;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,86;m³;2637;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;8,77;m³;3947;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;17,56;m³;7902;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,26;m³;1015;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,7;m³;1214;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;7,94;m³;3574;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,72;m³;1223;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,42;m³;637;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,51;m³;227;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,86;m³;387;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,85;m³;380;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,38;m³;171;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,66;m³;748;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,44;m³;200;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,97;m³;885;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;10;Madeira;8,9;m³;4003;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,05;m³;474;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;7,25;m³;3264;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,45;m³;202;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;8,79;m³;3957;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,03;m³;913;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,56;m³;2052;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;10,34;m³;4652;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,39;m³;625;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,48;m³;1564;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,88;m³;1744;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,4;m³;180;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,09;m³;493;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,05;m³;474;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,63;m³;284;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;9,27;m³;4172;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;22;Madeira;1,02;m³;460;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,87;m³;1740;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;12,19;m³;5484;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,37;m³;2416;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;7,3;m³;3283;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,29;m³;1032;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,75;m³;1239;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,79;m³;1255;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,9;m³;1303;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;9,48;m³;4266;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,76;m³;341;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;20,67;m³;9300;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,15;m³;966;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,94;m³;1323;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,47;m³;2011;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;11,49;m³;5170;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,32;m³;2396;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,76;m³;2593;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,46;m³;2455;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,07;m³;930;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,92;m³;1763;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,94;m³;873;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,53;m³;1140;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,5;m³;225;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,55;m³;699;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,33;m³;1050;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,79;m³;1706;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,92;m³;1315;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;11,86;m³;5335;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;6;Madeira;2,25;m³;1014;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,75;m³;1236;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,94;m³;1772;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,28;m³;578;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,93;m³;2219;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;11;m³;4949;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,89;m³;402;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;11,34;m³;5103;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;19,96;m³;8982;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;17,39;m³;7825;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,51;m³;677;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;12,68;m³;5705;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,85;m³;1282;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,8;m³;1709;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;10,77;m³;4848;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;6;Madeira;2,68;m³;1208;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;8,52;m³;3834;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,19;m³;984;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;15,54;m³;6993;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,86;m³;1739;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,7;m³;764;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,86;m³;386;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;31,71;m³;14268;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;10,21;m³;4596;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,63;m³;732;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,36;m³;2413;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,53;m³;2490;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,36;m³;613;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,55;m³;1595;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,86;m³;1739;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,83;m³;825;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,17;m³;1425;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;6;Madeira;4,39;m³;1974;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,68;m³;304;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;16,24;m³;7307;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,14;m³;2311;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,54;m³;1145;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,64;m³;2537;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;20,96;m³;9432;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;9,06;m³;4078;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,41;m³;2434;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;7,78;m³;3499;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,56;m³;1604;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,94;m³;873;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,6;m³;269;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,57;m³;707;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,92;m³;1765;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,01;m³;904;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,51;m³;681;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;7,58;m³;3413;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,37;m³;1965;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,52;m³;1133;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,48;m³;668;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;15;Madeira;1,55;m³;696;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,56;m³;254;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,53;m³;2489;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,36;m³;1512;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;14,72;m³;6623;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,5;m³;1577;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,84;m³;380;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;20,2;m³;9089;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,06;m³;476;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,17;m³;2777;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;21,79;m³;9806;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,62;m³;1178;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,7;m³;1663;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,41;m³;1532;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,47;m³;660;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,25;m³;562;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,65;m³;2540;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,93;m³;1320;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;22,15;m³;9968;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;8;Madeira;2,33;m³;1047;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,44;m³;2896;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,05;m³;2722;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,4;m³;1079;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,47;m³;1562;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,74;m³;1684;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,29;m³;1032;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;18,57;m³;8357;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,32;m³;594;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,07;m³;2281;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;15,13;m³;6807;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;5,98;m³;2690;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,98;m³;890;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,07;m³;484;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,01;m³;904;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,16;m³;973;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,12;m³;1403;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,86;m³;386;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,98;m³;890;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;2,17;m³;978;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;15,16;m³;6823;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;5;Madeira;1,69;m³;762;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,21;m³;2792;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,16;m³;523;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;10,37;m³;4668;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,26;m³;567;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;4,52;m³;2033;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;12,43;m³;5593;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;6,88;m³;3095;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,86;m³;1736;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;13,84;m³;6229;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;22,6;m³;10170;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,55;m³;696;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,47;m³;1562;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,83;m³;372;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;28,92;m³;13016;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,93;m³;417;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,54;m³;691;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;1,46;m³;657;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;3,1;m³;1395;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;0,92;m³;413;;;
2016-2017;Negro Amazonas;RDS do Rio Negro;1;Madeira;22,55;m³;10146;;;
2016;Solimoes;RDS Amana;1;Artesanato;127;Unidade;1279;;;
2016;Solimoes;RDS Amana;1;Artesanato;22;Unidade;899;;;
2016;Solimoes;RDS Amana;1;Artesanato;0;Unidade;0;;;
2016;Solimoes;RDS Amana;1;Artesanato;16;Unidade;218;;;
2016;Solimoes;RDS Amana;1;Artesanato;6;Unidade;356;;;
2016;Solimoes;RDS Amana;1;Artesanato;50;Unidade;189;;;
2016;Solimoes;RDS Amana;1;Artesanato;95;Unidade;1135;;;
2016;Solimoes;RDS Amana;1;Artesanato;73;Unidade;1342;;;
2016;Solimoes;RDS Amana;1;Artesanato;139;Unidade;4792;;;
2016;Solimoes;RDS Amana;1;Artesanato;57;Unidade;660;;;
2016;Solimoes;RDS Amana;1;Artesanato;74;Unidade;1894;;;
2016;Solimoes;RDS Amana;1;Artesanato;33;Unidade;786;;;
2016;Solimoes;RDS Amana;1;Artesanato;34;Unidade;174;;;
2016;Solimoes;RDS Amana;1;Artesanato;25;Unidade;522;;;
2016;Solimoes;RDS Amana;1;Artesanato;55;Unidade;2558;;;
2016-2017;Negro Amazonas;Florest de Maues;1;Guarana;60;Kg;1100;;;
